smiles,toxic,active_assays_count,total_tested_assays,mol_weight,logp,tpsa,h_donors,h_acceptors,rotatable_bonds,aromatic_rings
COc1ccc(COC=O)cc1,0,0,11,166.18,1.37,35.53,0,3,4,1
CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,0,0,11,530.83,9.47,52.6,0,4,18,1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0,0,8,277.19,3.0,58.28,3,3,3,1
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,0,0,12,325.36,2.09,94.09,2,5,10,1
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0,0,12,214.25,0.09,89.26,2,4,2,1
C=Cc1ccccc1,0,0,12,104.15,2.33,0.0,0,0,1,1
CCCCCCOc1ccccc1C(N)=O,1,3,10,221.3,2.74,52.32,1,2,7,1
CCc1cccc(O)c1,0,0,12,122.17,1.95,20.23,1,1,1,1
O=C(O)/C=C/c1ccccc1,0,0,12,148.16,1.78,37.3,1,1,2,1
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0,0,12,322.36,1.22,106.94,3,4,9,1
O=C(OCCO)c1ccccc1O,0,0,10,182.17,0.54,66.76,2,4,3,1
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1,3,7,333.24,3.01,40.62,0,3,5,1
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1,3,6,231.89,4.01,20.23,1,1,0,1
Nc1ccc(C(=O)OCC(O)CO)cc1,0,0,2,211.22,-0.22,92.78,3,5,4,1
COc1cc(C[C@H](C)N)c(OC)cc1C,0,0,9,209.29,1.9,44.48,1,3,4,1
Nc1cc(C(=O)O)ccc1Cl,0,0,12,171.58,1.62,63.32,2,2,1,1
COc1ccccc1OCC(O)COC(N)=O,0,0,12,241.24,0.53,91.01,2,5,6,1
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0,0,11,321.2,3.73,44.76,0,4,9,1
C/C(=C\c1ccccc1)[N+](=O)[O-],1,2,5,163.18,2.32,43.14,0,2,2,1
N#CCc1ccc(Cl)cc1Cl,0,0,12,186.04,3.06,23.79,0,1,1,1
CCOC(=O)Cc1ccccc1,0,0,11,164.2,1.79,26.3,0,2,3,1
Cc1cc(O)c(C(C)C)cc1Cl,1,1,8,184.67,3.48,20.23,1,1,1,1
O=C(O)COc1ccccc1,0,0,12,152.15,1.15,46.53,1,2,3,1
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0,0,12,387.23,1.78,106.94,3,4,7,1
CC/C=C\CCOC(=O)c1ccccc1O,0,0,11,220.27,2.91,46.53,1,3,5,1
CC(=O)Nc1ccc(OC(C)=O)cc1,0,0,10,193.2,1.57,55.4,1,3,2,1
CCCCCc1ccc(N)cc1,1,1,11,163.26,3.0,26.02,1,1,4,1
Cc1ccc(Cl)cc1Cl,0,0,12,161.03,3.3,0.0,0,0,0,1
CC(C)(C)c1ccc(C(=O)O)cc1,0,0,12,178.23,2.68,37.3,1,1,1,1
CO[Si](OC)(OC)c1ccccc1,0,0,12,198.29,0.77,27.69,0,3,4,1
CCCCCCc1ccc(N)cc1,1,1,7,177.29,3.39,26.02,1,1,5,1
Oc1cc(O)c(Cl)cc1Cl,1,3,10,179.0,2.4,40.46,2,2,0,1
COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,0,0,12,252.22,1.05,78.9,0,6,3,1
O=C(CCCCCCCCC#CI)Oc1ccccc1,0,0,10,384.26,5.11,26.3,0,2,9,1
CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,1,1,12,293.43,1.98,42.77,2,3,10,1
CCCC(=O)c1cc(O)c(O)cc1O,1,1,9,196.2,1.79,77.76,3,4,3,1
CC(=O)Nc1ccc(CC(=O)O)cc1,0,0,12,193.2,1.27,66.4,2,2,3,1
Oc1ccc(O)cc1,1,2,11,110.11,1.1,40.46,2,2,0,1
CCOCCOC(=O)C=Cc1ccc(OC)cc1,0,0,1,250.29,2.29,44.76,0,4,7,1
CC(C)c1cccc(C(C)C)c1,0,0,11,162.28,3.93,0.0,0,0,2,1
O=C(Cl)c1cccc(C(=O)Cl)c1,0,0,12,203.02,2.44,34.14,0,2,2,1
O=C(O)c1ccc(O)cc1,0,0,12,138.12,1.09,57.53,2,2,1,1
Cc1ccc(C(C)C)cc1,0,0,12,134.22,3.12,0.0,0,0,1,1
COC(C(=O)O)c1ccccc1,0,0,12,166.18,1.46,46.53,1,2,3,1
COc1cccc(O)c1O,1,6,10,140.14,1.11,49.69,2,3,1,1
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0,0,12,556.86,3.16,66.4,2,2,2,1
CC(C)(OO)c1ccccc1,1,1,11,152.19,2.41,29.46,1,2,2,1
CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0,0,11,265.35,2.58,38.77,0,4,8,1
Nc1ccc(C(=O)[O-])c(O)c1,0,0,12,152.13,-0.66,86.38,2,4,1,1
CCNC(=O)C(C)OC(=O)Nc1ccccc1,0,0,12,236.27,1.76,67.43,2,3,4,1
CC(C)(N)Cc1ccccc1Cl,0,0,2,183.68,2.62,26.02,1,1,2,1
COC(=O)c1ccc(C=O)cc1,0,0,12,164.16,1.29,43.37,0,3,2,1
Oc1cccc[c]1[Hg][Cl],1,2,3,329.15,1.25,20.23,1,1,1,1
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0,0,11,248.37,2.89,32.34,1,2,5,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1,1,3,350.3,3.73,115.54,1,6,7,1
CC(C)(C)OOC(=O)c1ccccc1,0,0,12,194.23,2.57,35.53,0,3,2,1
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0,0,12,334.42,2.3,86.71,2,3,10,1
COc1cccc(N)c1,1,1,9,123.15,1.28,35.25,1,2,1,1
CCC(=O)c1ccccc1,0,0,12,134.18,2.28,17.07,0,1,2,1
O=S(=O)(O)c1ccc(Cl)cc1,0,0,12,192.62,1.59,54.37,1,2,1,1
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,1,2,8,397.52,3.77,64.63,1,6,10,1
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,1,1,11,294.31,-0.31,118.72,3,5,7,1
CC(=O)Oc1ccccc1C(=O)O,0,0,12,180.16,1.31,63.6,1,3,2,1
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1,2,4,336.65,4.01,46.17,1,2,5,1
O=C(O)c1cc(Cl)cc(Cl)c1,0,0,10,191.01,2.69,37.3,1,1,1,1
O=C(O)c1ccc(Cl)c(Cl)c1,0,0,12,191.01,2.69,37.3,1,1,1,1
CC(C=O)=Cc1ccccc1,0,0,9,146.19,2.29,17.07,0,1,2,1
CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[O]C(=O)c1ccccc1,1,4,5,411.17,6.19,26.3,0,2,11,1
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,1,3,6,285.09,2.24,63.6,1,3,4,1
Clc1cc(Cl)c(Cl)cc1Cl,1,1,12,215.89,4.3,0.0,0,0,0,1
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1,1,11,168.11,1.5,86.28,0,4,2,1
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1,3,11,168.11,1.5,86.28,0,4,2,1
Cc1ccc(O)cc1C,0,0,12,122.17,2.01,20.23,1,1,0,1
Cc1cccc(C)c1O,0,0,12,122.17,2.01,20.23,1,1,0,1
CC(C)(C)c1ccc(C(=O)CCCCl)cc1,0,0,2,238.76,4.19,17.07,0,1,4,1
CC(=O)Nc1ccc(O)cc1,0,0,12,151.16,1.35,49.33,2,2,1,1
CC(=O)Nc1ccc(C)cc1C,0,0,12,163.22,2.26,29.1,1,1,1,1
CN(N=O)c1ccc([N+](=O)[O-])cc1,1,1,11,181.15,1.71,75.81,0,4,3,1
CC(COc1ccccc1)NN,0,0,12,166.22,0.92,47.28,2,3,4,1
CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,1,1,10,259.2,3.22,78.67,0,5,6,1
CC(C)(O)c1ccc(C(C)(C)O)cc1,0,0,12,194.27,2.14,40.46,2,2,2,1
Oc1ccc(Cl)c(Cl)c1,1,3,10,163.0,2.7,20.23,1,1,0,1
Oc1c(Cl)cccc1Cl,0,0,10,163.0,2.7,20.23,1,1,0,1
Cc1ccccc1C=O,0,0,11,120.15,1.81,17.07,0,1,1,1
Oc1cc(Cl)cc(Cl)c1,1,1,9,163.0,2.7,20.23,1,1,0,1
Oc1cccc(Cl)c1Cl,1,1,12,163.0,2.7,20.23,1,1,0,1
Clc1cccc(Cl)c1,0,0,12,147.0,2.99,0.0,0,0,0,1
Oc1cc(Cl)ccc1Cl,1,1,12,163.0,2.7,20.23,1,1,0,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],1,1,12,309.37,4.25,89.52,0,5,8,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,1,6,311.85,4.16,29.54,0,2,9,1
O=Cc1ccc(F)cc1,0,0,12,124.11,1.64,17.07,0,1,1,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,2,12,206.28,3.07,37.3,1,1,4,1
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,1,2,10,373.64,5.77,35.53,0,4,7,1
CCc1ccccc1,0,0,12,106.17,2.25,0.0,0,0,1,1
CC(C)(CCl)c1ccccc1,0,0,11,168.67,3.2,0.0,0,0,2,1
NCc1ccccc1,0,0,12,107.16,1.15,26.02,1,1,1,1
O=[N+]([O-])c1ccc(O)cc1,1,2,12,139.11,1.3,63.37,1,3,1,1
CN(C)c1ccc(C=O)cc1,1,2,11,149.19,1.57,20.31,0,2,2,1
Cc1cccc([N+](=O)[O-])c1,0,0,12,137.14,1.9,43.14,0,2,1,1
Cc1ccc(N(C)C)cc1,1,2,11,135.21,2.06,3.24,0,1,1,1
CNCc1ccccc1,0,0,12,121.18,1.41,12.03,1,1,2,1
CC(C)CC(=O)OCc1ccccc1,0,0,12,192.26,2.78,26.3,0,2,4,1
CC(C)(O)Cc1ccccc1,0,0,12,150.22,2.0,20.23,1,1,2,1
CCC(=O)OC/C=C/c1ccccc1,1,2,12,190.24,2.65,26.3,0,2,4,1
CCCC(=O)OCCc1ccccc1,0,0,12,192.26,2.57,26.3,0,2,5,1
CC(C)C(=O)OCC=Cc1ccccc1,0,0,12,204.27,2.9,26.3,0,2,4,1
Nc1ccc([As](=O)([O-])O)cc1,0,0,12,216.05,-1.8,86.38,2,3,1,1
CCCCCCCc1ccc(O)cc1,1,2,10,192.3,3.91,20.23,1,1,6,1
Cc1cccc([N+](=O)[O-])c1C(=O)O,0,0,11,181.15,1.6,80.44,1,3,2,1
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,1,1,12,612.91,1.78,98.33,2,4,3,1
Cc1ccc(N)cc1[N+](=O)[O-],0,0,11,152.15,1.49,69.16,1,3,1,1
Cc1c(C(=O)O)cccc1[N+](=O)[O-],1,1,12,181.15,1.6,80.44,1,3,2,1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],0,0,9,345.38,2.53,123.66,0,7,8,1
CC(Oc1cccc(Cl)c1)C(=O)O,0,0,12,200.62,2.19,46.53,1,2,3,1
O=Cc1ccc(F)c(Br)c1,0,0,12,203.01,2.4,17.07,0,1,1,1
O=C(O)c1ccccc1S,0,0,11,154.19,1.67,37.3,2,2,1,1
OCC(O)COc1ccc(Cl)cc1,0,0,10,202.64,1.07,49.69,2,3,4,1
O=P(O)(O)Oc1ccccc1,0,0,11,174.09,1.16,66.76,2,2,2,1
CCC(=O)c1c(O)cc(O)cc1O,1,2,12,182.17,1.4,77.76,3,4,2,1
O=[N+]([O-])c1ccccc1O,0,0,12,139.11,1.3,63.37,1,3,1,1
Cc1ccccc1N=O,0,0,9,121.14,2.39,29.43,0,2,1,1
CCCCCCOc1cc(C)c(O)c(C)c1C,1,2,9,236.35,4.28,29.46,1,2,6,1
CCc1cccc(CC)c1N(COC)C(=O)CCl,1,1,7,269.77,2.99,29.54,0,2,6,1
Cc1ccc([N+](=O)[O-])cc1,0,0,12,137.14,1.9,43.14,0,2,1,1
O=C(CCCCCCC(=O)Nc1ccccc1)NO,1,2,8,264.33,2.47,78.43,3,3,8,1
C[C@H](N)[C@H](O)c1cccc(O)c1,0,0,2,167.21,0.77,66.48,3,3,2,1
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0,0,9,264.37,4.82,0.0,0,0,0,1
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0,0,10,264.37,2.62,41.57,1,4,8,1
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0,0,10,277.41,4.31,38.33,1,2,1,1
CCC(C)(CN(C)C)OC(=O)c1ccccc1,1,1,12,235.33,2.57,29.54,0,3,5,1
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0,0,8,294.4,2.56,64.79,1,5,9,1
O=[N+]([O-])c1ccccc1[O-],0,0,12,138.1,0.67,66.2,0,3,1,1
NCC(O)c1cccc(O)c1,0,0,10,153.18,0.38,66.48,3,3,2,1
Oc1cc(Cl)c(Cl)c(Cl)c1,1,2,5,197.45,3.35,20.23,1,1,0,1
Cc1ccccc1NC(=N)NC(=N)N,0,0,10,191.24,0.82,97.78,5,2,1,1
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1,1,11,275.2,3.15,87.9,0,6,7,1
Cc1ccc(NC=O)c(C)c1,0,0,11,149.19,1.87,29.1,1,1,2,1
COc1ccc(CCC(C)=O)cc1,0,0,12,178.23,2.22,26.3,0,2,4,1
CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,0,0,2,278.35,2.06,58.64,1,4,6,1
CC(=O)N(CC(=O)N(C)C)c1ccccc1,0,0,2,220.27,1.13,40.62,0,2,3,1
O=C(CCCCl)c1ccc(F)cc1,0,0,2,200.64,3.03,17.07,0,1,4,1
O=Cc1ccc(Cl)c([N+](=O)[O-])c1,1,1,9,185.57,2.06,60.21,0,3,2,1
COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F,0,0,2,317.67,2.39,72.47,1,4,3,1
O=[N+]([O-])c1cccc(C(F)(F)F)c1,0,0,12,191.11,2.61,43.14,0,2,1,1
Cc1ccccc1[N+](=O)[O-],1,1,12,137.14,1.9,43.14,0,2,1,1
O=[N+]([O-])c1ccccc1C(F)(F)F,0,0,12,191.11,2.61,43.14,0,2,1,1
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,0,9,234.38,4.55,20.23,1,1,1,1
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,1,1,10,271.7,2.27,64.63,1,4,5,1
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,1,2,6,488.59,5.2,20.23,1,1,0,1
NC(Cc1ccc(Cl)cc1)C(=O)O,0,0,12,199.64,1.29,63.32,2,2,3,1
Nc1cc([N+](=O)[O-])ccc1O,1,3,11,154.12,0.88,89.39,2,4,1,1
Nc1ccc([N+](=O)[O-])cc1O,1,3,11,154.12,0.88,89.39,2,4,1,1
Nc1ccc(O)c([N+](=O)[O-])c1,1,2,11,154.12,0.88,89.39,2,4,1,1
CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,0,0,12,367.75,1.21,134.59,2,7,6,1
Cc1ccc(O)c(O)c1,1,3,8,124.14,1.41,40.46,2,2,0,1
FC(F)(F)c1ccc(Cl)c(Cl)c1,0,0,12,215.0,4.01,0.0,0,0,0,1
O=C=Nc1cccc(C(F)(F)F)c1,1,3,11,187.12,2.67,29.43,0,2,1,1
Nc1ccc(Cl)c(Cl)c1,1,1,12,162.02,2.58,26.02,1,1,0,1
Nc1ccccc1Cl,0,0,12,127.57,1.92,26.02,1,1,0,1
FC(F)(F)c1ccc(Cl)cc1,0,0,12,180.56,3.36,0.0,0,0,0,1
C=Cc1ccc(C=C)cc1,0,0,12,130.19,2.97,0.0,0,0,2,1
Nc1ccc([As](=O)(O)O)cc1,0,0,12,217.06,-1.17,83.55,3,2,1,1
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0,0,12,273.24,0.16,109.8,0,7,3,1
CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,1,2,8,222.33,3.69,40.46,2,2,0,1
CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,0,0,12,362.51,5.65,52.6,0,4,12,1
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0,0,12,224.73,3.89,17.07,0,1,3,1
Cc1cc(C)cc(C)c1,1,1,12,120.19,2.61,0.0,0,0,0,1
Cc1cccc(N)c1,1,1,12,107.16,1.58,26.02,1,1,0,1
CC(C)Cc1ccc(CC(=O)O)cc1,0,0,2,192.26,2.51,37.3,1,1,4,1
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1,2,9,284.4,4.93,26.3,0,2,7,1
C/C=C/C(=O)Oc1c(CCCCCC(C)C)cc([N+](=O)[O-])cc1[N+](=O)[O-],1,1,3,364.4,4.74,112.58,0,6,10,1
OCCSc1ccccc1,0,0,12,154.23,1.77,20.23,1,2,3,1
CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,10,296.43,5.68,0.0,0,1,1,1
COC(=O)c1ccccc1OC,0,0,12,166.18,1.48,35.53,0,3,2,1
CCc1ccc(C=O)cc1,0,0,12,134.18,2.06,17.07,0,1,2,1
CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0,0,11,377.32,6.07,18.46,0,5,8,1
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0,0,12,551.77,3.29,146.13,4,7,19,1
Cc1c(N)cccc1N,1,2,12,122.17,1.16,52.04,2,2,0,1
O=S(=O)(O)c1ccccc1,0,0,12,158.18,0.93,54.37,1,2,1,1
NCCc1cc(O)c(O)cc1O,0,0,1,169.18,0.3,86.71,4,4,2,1
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1,1,11,211.13,0.6,129.37,1,5,3,1
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,1,1,12,474.73,9.06,52.6,0,4,22,1
C=Cc1ccccc1C=C,0,0,12,130.19,2.97,0.0,0,0,2,1
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,1,1,12,325.49,5.23,57.2,0,3,11,1
COc1ccccc1OCC(O)CO,0,0,12,198.22,0.43,58.92,2,4,5,1
CCCCCc1cc(O)cc(O)c1,1,3,10,180.25,2.83,40.46,2,2,4,1
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0,0,11,265.4,1.58,29.95,1,4,6,1
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,0,0,12,306.4,4.38,52.6,0,4,10,1
CCCOC(=O)c1ccccc1C(=O)OCCC,0,0,12,250.29,2.82,52.6,0,4,6,1
CCOC(=O)c1ccc(I)cc1,0,0,10,276.07,2.47,26.3,0,2,2,1
CN(C)c1ccc(CCO)cc1,0,0,11,165.24,1.29,23.47,1,2,3,1
CNC(=O)Oc1ccccc1C(C)C,0,0,12,193.25,2.53,38.33,1,2,2,1
CC(C)c1ccc(NC(=O)N(C)C)cc1,1,1,10,206.29,2.9,32.34,1,1,2,1
Cc1ccc(C(C)C)cc1O,0,0,11,150.22,2.82,20.23,1,1,1,1
CC(=O)Nc1ccc(C)cc1,0,0,9,149.19,1.95,29.1,1,1,1,1
CCC(=O)C=Cc1ccc(OC)cc1,0,0,12,190.24,2.69,26.3,0,2,4,1
O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0,0,12,225.55,3.27,43.14,0,2,1,1
COc1cc(Cl)c(OC)cc1Cl,0,0,10,207.06,3.01,18.46,0,2,2,1
CC(C)CC=C(C=O)c1ccccc1,1,2,12,188.27,3.32,17.07,0,1,4,1
Sc1ccccc1Cl,0,0,2,144.63,2.63,0.0,1,1,0,1
CCS(=O)(=O)c1ccc(OC)c(C(=O)OC)c1,0,0,2,258.29,1.28,69.67,0,5,4,1
ClCc1cccc(Cl)c1,0,0,2,161.03,3.08,0.0,0,0,1,1
CC(C)(C)c1cccc(O)c1,1,1,12,150.22,2.69,20.23,1,1,0,1
CC(CCO)CCc1ccccc1,0,0,12,178.28,2.64,20.23,1,1,5,1
Fc1cc(Br)ccc1CBr,0,0,2,267.92,3.48,0.0,0,0,1,1
COc1ccc(/C(C)=C/C(=O)O)c(OC)c1,0,0,2,222.24,2.19,55.76,1,3,4,1
CCOC(=O)C(O)c1ccccc1,0,0,2,180.2,1.28,46.53,1,3,3,1
CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,0,0,2,244.38,3.44,27.03,0,2,5,1
Nc1ccc([N+](=O)[O-])c(N)c1,0,0,9,153.14,0.76,95.18,2,4,1,1
O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0,0,11,242.23,0.37,104.86,3,6,7,1
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,0,0,12,246.1,1.55,78.97,3,2,2,1
Oc1ccc(Cl)cc1,1,1,12,128.56,2.05,20.23,1,1,0,1
Cc1ccc(N)cc1,1,2,12,107.16,1.58,26.02,1,1,0,1
CCC(=O)OCCc1ccccc1,0,0,10,178.23,2.18,26.3,0,2,4,1
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1,1,12,242.7,3.06,35.53,0,3,4,1
Cc1c(Cl)cccc1[N+](=O)[O-],0,0,12,171.58,2.56,43.14,0,2,1,1
Nc1cc([N+](=O)[O-])ccc1C(=O)O,1,4,12,182.13,0.88,106.46,2,4,2,1
CCC(C(=O)NC(N)=O)c1ccccc1,0,0,12,206.25,1.38,72.19,2,2,3,1
N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,1,3,10,325.21,2.43,70.12,1,3,4,1
O=C(/C=C/c1ccccc1)NCCO,0,0,2,191.23,0.81,49.33,2,2,4,1
O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,0,0,10,316.6,0.81,120.72,2,5,4,1
CCc1ccccc1N,0,0,11,121.18,1.83,26.02,1,1,1,1
CCCOC(=O)c1cc(O)c(O)c(O)c1,1,5,12,212.2,1.37,86.99,3,5,3,1
FC(F)(F)c1ccccc1,0,0,12,146.11,2.71,0.0,0,0,0,1
O=C(O)c1cc(O)c(O)c(O)c1,1,1,12,170.12,0.5,97.99,4,4,1,1
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0,0,12,250.34,3.57,46.53,1,2,6,1
CC(=O)CCc1ccc(O)cc1,0,0,12,164.2,1.91,37.3,1,2,3,1
O=C(O)c1ccccc1O.OCCN(CCO)CCO,0,0,12,287.31,-0.64,121.46,5,6,7,1
Cc1cc(Cl)ccc1O,1,1,12,142.59,2.35,20.23,1,1,0,1
CC(C)COC(=O)c1ccc(N)cc1,1,1,9,193.25,2.08,52.32,1,3,3,1
Cc1cc(S(=O)(=O)O)c(N)cc1Cl,0,0,12,221.66,1.48,80.39,2,3,1,1
Cc1ccc(N)c(S(=O)(=O)O)c1,0,0,12,187.22,0.82,80.39,2,3,1,1
CC(C)(C)c1ccccc1O,1,1,12,150.22,2.69,20.23,1,1,0,1
Cc1ccc(C(C)(C)C)c(O)c1,1,1,11,164.25,3.0,20.23,1,1,0,1
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0,0,10,221.67,1.48,80.39,2,3,1,1
CCCCOc1ccc(CC(=O)NO)cc1,0,0,11,223.27,1.91,58.56,2,3,6,1
Clc1ccccc1Cl,0,0,12,147.0,2.99,0.0,0,0,0,1
Clc1ccc(Cl)cc1,0,0,12,147.0,2.99,0.0,0,0,0,1
Oc1ccc(Cl)cc1Cl,1,1,12,163.0,2.7,20.23,1,1,0,1
CCN(CC)C(=O)c1cccc(C)c1,1,2,12,191.27,2.48,20.31,0,1,3,1
Brc1ccc(Br)c(Br)c1,0,0,11,314.8,3.97,0.0,0,0,0,1
CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,1,1,8,326.5,5.57,54.37,1,2,11,1
CC(C)(C)CC(C)(C)c1ccccc1O,1,3,7,206.33,4.11,20.23,1,1,2,1
CCCCCCCCCCCCc1ccccc1O,1,4,7,262.44,5.86,20.23,1,1,11,1
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1,1,12,331.97,3.87,52.6,0,4,2,1
CCCC(C)c1ccccc1O,1,1,10,164.25,3.3,20.23,1,1,3,1
CC(C)CCOCc1ccccc1,0,0,12,178.28,3.25,9.23,0,1,5,1
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1,3,7,198.13,1.52,106.51,1,5,2,1
Cc1ccccc1C#N,0,0,11,117.15,1.87,23.79,0,1,0,1
Cc1c(N)cccc1C(F)(F)F,0,0,2,175.15,2.6,26.02,1,1,0,1
CC(=O)c1c(C)cc(C(C)(C)C)cc1C,0,0,12,204.31,3.8,17.07,0,1,1,1
N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0,0,2,311.64,0.26,156.59,4,5,2,1
CCN(CC#N)c1cccc(C)c1,0,0,12,174.25,2.34,27.03,0,2,3,1
CCc1ccc(C)cc1,0,0,11,120.19,2.56,0.0,0,0,1,1
O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,1,1,12,224.17,0.41,109.54,2,4,4,1
C=Cc1cccc(C)c1,0,0,12,118.18,2.64,0.0,0,0,1,1
Cc1ccc(C)c(C)c1,0,0,12,120.19,2.61,0.0,0,0,0,1
CC(=O)OC(C)(C)Cc1ccccc1,0,0,12,192.26,2.57,26.3,0,2,3,1
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1,2,10,249.1,3.02,41.57,1,2,2,1
C=CCc1ccccc1O,0,0,11,134.18,2.12,20.23,1,1,2,1
N#Cc1cc(Br)c(O)c(Br)c1,1,3,6,276.91,2.79,44.02,1,2,0,1
N#Cc1cc(I)c(O)c(I)c1,1,2,5,370.91,2.47,44.02,1,2,0,1
C=C(C)C(=O)OCCOc1ccccc1,1,2,11,206.24,2.18,35.53,0,3,5,1
COc1ccc(COC(C)=O)cc1,0,0,12,180.2,1.76,35.53,0,3,3,1
CC(C)(O)C(=O)c1ccc(OCCO)cc1,0,0,12,224.26,1.01,66.76,2,4,5,1
CC(C)(O)CCc1ccccc1,0,0,12,164.25,2.39,20.23,1,1,3,1
CCCCc1ccc(N)cc1,0,0,10,149.24,2.61,26.02,1,1,3,1
CCCCCCCCCc1ccc(O)cc1,1,1,9,220.36,4.69,20.23,1,1,8,1
CN(C)Cc1ccccc1,0,0,12,135.21,1.75,3.24,0,1,2,1
Cc1c(N=C=O)cccc1N=C=O,0,0,12,174.16,1.93,58.86,0,4,2,1
O=NN([O-])c1ccccc1,1,2,10,137.12,1.67,55.73,0,3,2,1
CC(CO)c1ccccc1,0,0,11,136.19,1.78,20.23,1,1,2,1
O=S(=O)(O)c1ccc(O)cc1,1,1,9,174.18,0.64,74.6,2,3,1,1
NC(=O)NS(=O)(=O)c1ccc(N)cc1,1,2,9,215.23,-0.37,115.28,3,4,2,1
